"Individual"	"Population"	"Type"	"Concrete_Location"	"NS"	"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"PC11"	"PC12"	"PC13"	"PC14"	"pc1"	"pc2"
"73"	"GA-POR-RA-24"	"GA-POR-RA"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.62467551648692	1.04293932616737	-1.01100442655457	0.808479365781341	-0.129937289925795	-0.314124396224746	-0.945524912134753	1.34423345167067	1.01748129177529	0.188094978257072	-0.00102024372763948	-0.0154347171213013	0	1.11022302462516e-16	81.71	15.93
"74"	"GA-POR-RA-4"	"GA-POR-RA"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.62467551648692	1.04293932616737	-1.01100442655457	0.808479365781341	-0.129937289925795	-0.314124396224746	-0.945524912134753	1.34423345167067	1.01748129177529	0.188094978257072	-0.00102024372763948	-0.0154347171213013	0	1.11022302462516e-16	81.71	15.93
"75"	"GA-POR-RA-5"	"GA-POR-RA"	"Freshwater"	"Iberian_Peninsula"	"South"	0.611808194508973	0.239429888737981	-3.03298311262861	-0.269041414911636	-0.624881381973071	-0.104074340061634	-0.113353425514638	0.759318631145086	-0.0630253501107737	0.676230495821086	-0.45631656774735	-0.72457358419365	0	-2.22044604925031e-16	81.71	15.93
"76"	"GA-POR-RA-6"	"GA-POR-RA"	"Freshwater"	"Iberian_Peninsula"	"South"	-0.0895472390536364	-0.0101478568303307	-2.5759524096187	-0.906847930529176	0.452570315363924	-0.0340194041608889	0.0013545306416164	-0.00968503331178725	-0.0038933518429893	-0.000552064641659177	-9.27494297845733e-05	-0.00140315610193501	0	-3.33066907387547e-16	81.71	15.93
"77"	"GA-POR-RA-7"	"GA-POR-RA"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.05833093265428	1.31936117877798	-0.516441029737368	0.854917961088868	-0.384628614580195	-0.681849098941688	0.0298889322200905	-0.0106785824240123	0.888054184547938	0.33126809170067	0.456131068887765	0.721767271989763	0	1.11022302462516e-16	81.71	15.93
"78"	"GA-POR-RA-8"	"GA-POR-RA"	"Freshwater"	"Iberian_Peninsula"	"South"	-2.98693912902684	1.00241825298278	-1.78825941185785	-0.850300114512286	0.170423446794347	-0.171992868193178	-0.466413756299729	0.650919581598483	0.490347224303664	0.0922330763924478	-0.00102024372763504	-0.0154347171212946	0	-1.45716771982052e-16	81.71	15.93
"79"	"GA-POR-RA-9"	"GA-POR-RA"	"Freshwater"	"Iberian_Peninsula"	"South"	-2.96975946694186	1.02142733251999	-1.75129510929355	-0.862841070516663	0.162906421119212	-0.125899543868769	-0.476729163189519	0.653263103832534	0.49025345051886	0.0925848635640712	-0.00102024372763481	-0.0154347171212946	0	-1.45716771982052e-16	81.71	15.93
"80"	"GA-POR-SA-1"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	-1.37841002342514	2.09095605422746	0.850625575316938	1.0561410658805	-1.14105768215818	-0.216913387643066	-0.731313807791078	1.16612730894955	-0.202235830374318	1.35087028432194	-0.913467880362761	-1.46177557330472	0	2.22044604925031e-16	81.71	15.93
"81"	"GA-POR-SA-10"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	0.351823683566663	0.963329386287244	-1.03016589633879	0.932335806882193	-0.312217427795103	-0.0574418938423153	-0.0026124069976956	0.837173960358067	-0.052209338075264	0.676288185021882	-0.45631656774735	-0.72457358419365	0	5.55111512312578e-17	81.71	15.93
"82"	"GA-POR-SA-11"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	-1.54716349189814	1.90423246859965	0.487530292269237	1.17932915964142	-1.06721896815993	-0.225078217008175	-0.72948656841702	1.16571218464609	-0.202219219575183	1.35080796982692	-0.913467880362761	-1.46177557330472	0	2.22044604925031e-16	81.71	15.93
"83"	"GA-POR-SA-12"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	-0.41521492534611	2.03135588644489	-0.0102378237390044	-0.342325651841142	-0.990557144140924	-0.216913387643066	-0.731313807791078	1.16612730894955	-0.202235830374319	1.35087028432194	-0.913467880362761	-1.46177557330472	0	4.16333634234434e-17	81.71	15.93
"84"	"GA-POR-SA-13"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	-1.54716349189814	1.90423246859965	0.487530292269237	1.17932915964142	-1.06721896815993	-0.225078217008175	-0.72948656841702	1.16571218464609	-0.202219219575183	1.35080796982692	-0.913467880362761	-1.46177557330472	0	2.22044604925031e-16	81.71	15.93
"85"	"GA-POR-SA-14"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	-1.37841002342514	2.09095605422746	0.850625575316938	1.0561410658805	-1.14105768215818	-0.216913387643066	-0.731313807791078	1.16612730894955	-0.202235830374318	1.35087028432194	-0.913467880362761	-1.46177557330472	0	2.22044604925031e-16	81.71	15.93
"86"	"GA-POR-SA-15"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	0.351823683566663	0.963329386287244	-1.03016589633879	0.932335806882193	-0.312217427795103	-0.0574418938423153	-0.0026124069976956	0.837173960358067	-0.052209338075264	0.676288185021882	-0.45631656774735	-0.72457358419365	0	5.55111512312578e-17	81.71	15.93
"87"	"GA-POR-SA-2"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	-1.10261190816935	1.87672469885385	0.0902087234741864	0.533882982231429	-0.997757181382736	-0.225078217008175	-0.72948656841702	1.16571218464609	-0.202219219575183	1.35080796982692	-0.913467880362761	-1.46177557330472	0	0	81.71	15.93
"88"	"GA-POR-SA-3"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	-1.37841002342514	2.09095605422746	0.850625575316938	1.0561410658805	-1.14105768215818	-0.216913387643066	-0.731313807791078	1.16612730894955	-0.202235830374318	1.35087028432194	-0.913467880362761	-1.46177557330472	0	2.22044604925031e-16	81.71	15.93
"89"	"GA-POR-SA-4"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	-1.37841002342514	2.09095605422746	0.850625575316938	1.0561410658805	-1.14105768215818	-0.216913387643066	-0.731313807791078	1.16612730894955	-0.202235830374318	1.35087028432194	-0.913467880362761	-1.46177557330472	0	2.22044604925031e-16	81.71	15.93
"90"	"GA-POR-SA-5"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	-1.03523877585782	1.86873243060896	0.123412454554815	0.583284833954904	-0.783133955838212	-0.225078217008174	-0.72948656841702	1.16571218464609	-0.202219219575183	1.35080796982692	-0.913467880362761	-1.46177557330472	0	0	81.71	15.93
"91"	"GA-POR-SA-6"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	-1.37841002342514	2.09095605422746	0.850625575316938	1.0561410658805	-1.14105768215818	-0.216913387643066	-0.731313807791078	1.16612730894955	-0.202235830374318	1.35087028432194	-0.913467880362761	-1.46177557330472	0	2.22044604925031e-16	81.71	15.93
"92"	"GA-POR-SA-7"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	0.351823683566663	0.963329386287244	-1.03016589633879	0.932335806882193	-0.312217427795103	-0.0574418938423153	-0.0026124069976956	0.837173960358067	-0.052209338075264	0.676288185021882	-0.45631656774735	-0.72457358419365	0	5.55111512312578e-17	81.71	15.93
"93"	"GA-POR-SA-8"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	-1.20237313668812	1.78809077496417	0.439935145637341	1.43343638273061	-1.23090522629687	-0.168438653844892	-0.518771702189317	1.01731195181968	-0.153104256535854	1.11000546961295	-0.750199554428686	-1.19848914862219	0	2.22044604925031e-16	81.71	15.93
"94"	"GA-POR-SA-9"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	2.32961848656636	1.57072389653205	-1.64374965319037	-0.083768760746309	-1.42357107147247	0.0159777215895636	0.0508625107571991	0.07123285211966	0.0354602832704731	0.00275843427643707	0.000834744868061322	0.0126284049174175	0	-1.11022302462516e-16	81.71	15.93
"95"	"GA-POR-TE-1"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-4.23416535870077	1.12693660933424	-0.754650713936154	0.257612183767858	0.151656314668689	-0.141012236290079	0.0375722970727404	-0.048045531907099	-0.0365607141055221	-0.00447713615372439	-0.00102024372763062	-0.0154347171212888	0	0	81.71	15.93
"96"	"GA-POR-TE-10"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-0.54648193171366	0.609623067835668	-0.625803161419656	0.122054505909719	0.0805536353519182	-0.00952491606556221	-0.00412718748055873	-0.00843966040140568	-0.00394318424039579	-0.000365121156594993	-9.27494297845897e-05	-0.00140315610193531	0	-3.46944695195361e-17	81.71	15.93
"97"	"GA-POR-TE-11"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-4.1945199846585	1.17080371595856	-0.669348477249308	0.228671516065451	0.134309332341453	-0.034643026310673	0.0137675119424563	-0.0426374036746751	-0.0367771151473774	-0.00366531960382458	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"98"	"GA-POR-TE-12"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-4.1945199846585	1.17080371595856	-0.669348477249308	0.228671516065451	0.134309332341453	-0.034643026310673	0.0137675119424563	-0.0426374036746751	-0.0367771151473774	-0.00366531960382458	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"99"	"GA-POR-TE-13"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.21595908447333	1.10938075015522	-1.52263909553248	-1.15852811266663	0.333759027061847	-0.0346430263106727	0.0137675119424562	-0.0426374036746748	-0.0367771151473776	-0.00366531960382421	-0.00102024372763061	-0.0154347171212883	0	-2.0122792321331e-16	81.71	15.93
"100"	"GA-POR-TE-14"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-2.80613743422678	1.5816681044642	-0.615365148962094	-1.48017715836702	0.0987675035024844	-0.00536685206628322	0.00721568141311959	-0.0411489155633213	-0.036836675565371	-0.00344188198711214	-0.00102024372763061	-0.0154347171212883	0	-1.66533453693773e-16	81.71	15.93
"101"	"GA-POR-TE-15"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-2.98693912902684	1.00241825298278	-1.78825941185785	-0.850300114512286	0.170423446794347	-0.171992868193178	-0.466413756299729	0.650919581598483	0.490347224303664	0.0922330763924478	-0.00102024372763504	-0.0154347171212946	0	-1.45716771982052e-16	81.71	15.93
"102"	"GA-POR-TE-16"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"103"	"GA-POR-TE-17"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-4.1945199846585	1.17080371595856	-0.669348477249308	0.228671516065451	0.134309332341453	-0.034643026310673	0.0137675119424563	-0.0426374036746751	-0.0367771151473774	-0.00366531960382458	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"104"	"GA-POR-TE-18"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-4.24133412608071	1.07908918961619	-0.852588484707429	0.315255184066005	0.154008349721776	-0.0448225536386173	-0.037735353710497	0.0305861189023164	0.0187009534079967	0.00646190103988869	-0.00102024372763109	-0.0154347171212892	0	0	81.71	15.93
"105"	"GA-POR-TE-2"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.23132488657947	1.11120354817598	-1.53021187630525	-1.16979520165619	0.284809870358711	-0.0346430263106729	0.0137675119424562	-0.0426374036746748	-0.0367771151473776	-0.00366531960382421	-0.00102024372763061	-0.0154347171212883	0	-2.0122792321331e-16	81.71	15.93
"106"	"GA-POR-TE-20"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"107"	"GA-POR-TE-21"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-4.1945199846585	1.17080371595856	-0.669348477249308	0.228671516065451	0.134309332341453	-0.034643026310673	0.0137675119424563	-0.0426374036746751	-0.0367771151473774	-0.00366531960382458	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"108"	"GA-POR-TE-22"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"109"	"GA-POR-TE-23"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.23132488657947	1.11120354817598	-1.53021187630525	-1.16979520165619	0.284809870358711	-0.0346430263106729	0.0137675119424562	-0.0426374036746748	-0.0367771151473776	-0.00366531960382421	-0.00102024372763061	-0.0154347171212883	0	-2.0122792321331e-16	81.71	15.93
"110"	"GA-POR-TE-24"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"111"	"GA-POR-TE-4"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"112"	"GA-POR-TE-5"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"113"	"GA-POR-TE-7"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"114"	"GA-POR-TE-8"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"115"	"GA-POR-VO-1"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.64583326942906	1.39872359454067	-0.272652478585177	0.326030399165504	-0.113225118262639	0.394362238528433	-0.59316059991695	0.679714766246669	0.489195012726852	0.0965555344500558	-0.00102024372763461	-0.0154347171212942	0	1.11022302462516e-16	81.71	15.93
"116"	"GA-POR-VO-10"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.36698058521217	1.32807551922542	-0.456539888090074	0.620365025715694	-0.242692675052827	0.377275468641392	-1.1002560154816	1.37938628518143	1.01607468500323	0.193371785831421	-0.00102024372763882	-0.0154347171213005	0	2.22044604925031e-16	81.71	15.93
"117"	"GA-POR-VO-12"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.62467551648692	1.04293932616737	-1.01100442655457	0.808479365781341	-0.129937289925795	-0.314124396224746	-0.945524912134753	1.34423345167067	1.01748129177529	0.188094978257072	-0.00102024372763948	-0.0154347171213013	0	1.11022302462516e-16	81.71	15.93
"118"	"GA-POR-VO-13"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-2.43599735354249	1.23283332731059	-1.38671135445408	-0.754587399497745	-0.078097713894691	0.290850485533125	-1.08091462756324	1.37499218099258	1.01625051084974	0.192712184884628	-0.0010202437276388	-0.0154347171213003	0	-5.55111512312578e-17	81.71	15.93
"119"	"GA-POR-VO-14"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.35258642521947	1.34400247581042	-0.425568959645897	0.609857454245693	-0.248990893824645	0.165805727388597	-1.05293036783362	1.36863453213001	1.01650490604499	0.191757835367887	-0.00102024372763904	-0.0154347171213007	0	1.11022302462516e-16	81.71	15.93
"120"	"GA-POR-VO-16"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-2.56012073218975	1.87062448535689	0.555523744627325	0.491230236961949	-0.602622359159123	0.65485730646618	-0.269257867583812	0.0572835623634487	0.885334744788623	0.341469919677745	0.456131068887766	0.721767271989765	0	2.22044604925031e-16	81.71	15.93
"121"	"GA-POR-VO-17"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-2.6614804184079	0.983339158384795	-1.87186782561051	-0.589987351940303	0.0205632480914621	-0.314124396224746	-0.945524912134753	1.34423345167067	1.01748129177529	0.188094978257072	-0.00102024372763947	-0.015434717121301	0	-8.32667268468867e-17	81.71	15.93
"122"	"GA-POR-VO-18"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-2.40378548713314	1.26847535144285	-1.31740328714602	-0.778101692005951	-0.0921921370355698	0.377275468641392	-1.1002560154816	1.37938628518143	1.01607468500323	0.193371785831421	-0.0010202437276388	-0.0154347171213002	0	-4.85722573273506e-17	81.71	15.93
"123"	"GA-POR-VO-19"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-2.40378548713314	1.26847535144285	-1.31740328714602	-0.778101692005951	-0.0921921370355698	0.377275468641392	-1.1002560154816	1.37938628518143	1.01607468500323	0.193371785831421	-0.0010202437276388	-0.0154347171213002	0	-4.85722573273506e-17	81.71	15.93
"124"	"GA-POR-VO-2"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.95013422710587	1.06201842076536	-0.927396012801912	0.548166603209359	0.0199229087770898	-0.171992868193178	-0.466413756299729	0.650919581598483	0.490347224303664	0.0922330763924474	-0.00102024372763505	-0.0154347171212949	0	1.11022302462516e-16	81.71	15.93
"125"	"GA-POR-VO-20"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.69243929583111	1.34715461382341	-0.372931474337416	0.360052263143711	-0.0928324763499422	0.51940699667296	-0.621144859646576	0.686072415109239	0.488940617531604	0.0975098839667966	-0.00102024372763439	-0.0154347171212941	0	1.11022302462516e-16	81.71	15.93
"126"	"GA-POR-VO-22"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-1.69828532032887	0.923738990602224	-2.73273122466645	-1.98845406966195	0.171063786108719	-0.314124396224746	-0.945524912134753	1.34423345167067	1.01748129177529	0.188094978257073	-0.00102024372763945	-0.0154347171213007	0	-3.33066907387547e-16	81.71	15.93
"127"	"GA-POR-VO-24"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-2.40378548713314	1.26847535144285	-1.31740328714602	-0.778101692005951	-0.0921921370355698	0.377275468641392	-1.1002560154816	1.37938628518143	1.01607468500323	0.193371785831421	-0.0010202437276388	-0.0154347171213002	0	-4.85722573273506e-17	81.71	15.93
"128"	"GA-POR-VO-28"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.39919245162151	1.29243349509317	-0.525847955398136	0.6438793182239	-0.228598251911948	0.290850485533124	-1.08091462756324	1.37499218099258	1.01625051084974	0.192712184884627	-0.00102024372763882	-0.0154347171213006	0	1.11022302462516e-16	81.71	15.93
"129"	"GA-POR-VO-3"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-2.86072017979317	1.88824627610885	0.632745961053029	0.250800744432944	-0.464208817047575	0.401769956736719	-1.10573773360378	1.38063165809181	1.01602485260583	0.193558729316486	-0.00102024372763882	-0.0154347171213005	0	2.22044604925031e-16	81.71	15.93
"130"	"GA-POR-VO-5"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.69243929583111	1.34715461382341	-0.372931474337416	0.360052263143711	-0.0928324763499422	0.51940699667296	-0.621144859646576	0.686072415109239	0.488940617531604	0.0975098839667966	-0.00102024372763439	-0.0154347171212941	0	1.11022302462516e-16	81.71	15.93
"131"	"GA-POR-VO-6"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.32037455881012	1.37964449994268	-0.356260892337835	0.586343161737487	-0.263085316965524	0.252230710496865	-1.07227175575197	1.37302863631886	1.01632908019848	0.19241743631468	-0.00102024372763904	-0.0154347171213006	0	2.22044604925031e-16	81.71	15.93
"132"	"GA-POR-VO-7"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.67504240774868	1.34613477056033	-0.377400631773819	0.373966876116525	-0.100843019683956	0.524891734829309	-0.60446387180924	0.653615220181992	0.528150342530043	0.0946739774624116	-0.00102024372763461	-0.0154347171212945	0	1.11022302462516e-16	81.71	15.93
"133"	"GA-POR-VO-9"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.11841511106792	1.60311008305079	0.0782814225885327	0.438915084498591	-0.351453431920543	-0.28962990812942	-0.951006630256929	1.34547882458105	1.01743145937789	0.188281921742136	-0.00102024372763948	-0.0154347171213013	0	2.22044604925031e-16	81.71	15.93
"134"	"GAC-NOR-KRI-12"	"GAC-NOR-KRI"	"Marine"	"North_Sea"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"135"	"GAC-NOR-KRI-35"	"GAC-NOR-KRI"	"Marine"	"North_Sea"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"136"	"GAC-RUS-PRI-12"	"GAC-RUS-PRI"	"Marine"	"Finnish_Golf"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"137"	"GAC-RUS-PRI-33"	"GAC-RUS-PRI"	"Marine"	"Finnish_Golf"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"138"	"GAC-SWE-FIS-26"	"GAC-SWE-FIS"	"Marine"	"North_Sea"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"139"	"GAC-SWE-FIS-28"	"GAC-SWE-FIS"	"Marine"	"North_Sea"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"140"	"ITA-STE-1"	"ITA-STE"	"Freshwater"	"Adriatic_Sea"	"South"	-4.01362213186814	1.35534622960622	-0.312410038633691	0.117125932100295	0.0548497529568422	-0.69624275735686	0.164393433125116	-0.0782640361112715	-0.0486819002408289	0.00391145736477841	-0.0381632534598258	-0.0142650207911111	0	0	81.71	15.93
"141"	"ITA-STE-2"	"ITA-STE"	"Freshwater"	"Adriatic_Sea"	"South"	-3.75592720059338	1.64048242266428	0.242054499830805	-0.0709884079653522	-0.0579056321701898	-0.00484289249072208	0.00966232977826922	-0.0431112026005158	-0.0500885070128885	0.00918826493912763	-0.0381632534598254	-0.0142650207911102	0	1.11022302462516e-16	81.71	15.93
"142"	"KR-01"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"143"	"KR-02"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"144"	"KR-03"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"145"	"KR-04"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"146"	"KR-07"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"147"	"KR-09"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"148"	"KR-13"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"149"	"KR-14"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"150"	"KR-15"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
