"Individual"	"Population"	"Type"	"Concrete_Location"	"NS"	"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"PC11"	"PC12"	"PC13"	"PC14"	"pc1"	"pc2"
"151"	"KR-26"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"152"	"M-01"	"M"	"Freshwater"	"Adriatic_Sea"	"South"	-4.19813991005304	1.07655705110894	-0.863684822791283	0.349803362788614	0.134119209915343	-0.0268340181694788	0.0268335900894914	-0.0537319469108261	-0.113352980420288	0.0693453567683214	-0.215624299958089	-0.00867647165803599	0	1.11022302462516e-16	81.71	15.93
"153"	"M-02"	"M"	"Freshwater"	"Adriatic_Sea"	"South"	-3.8726811994341	1.05747795651095	-0.947293236543941	0.610116125360598	-0.0157409887875419	-0.168965546201047	-0.452277565745533	0.63958192316136	0.41378108705134	0.165207258632946	-0.215624299958093	-0.00867647165804234	0	1.11022302462516e-16	81.71	15.93
"154"	"M-03"	"M"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"155"	"M-05"	"M"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"156"	"M-07"	"M"	"Freshwater"	"Adriatic_Sea"	"South"	-3.96578082703774	1.06293565834572	-0.923376494017368	0.535651929242332	0.027127517221448	-0.0177520521930851	0.0692421617520798	-0.0877449222221941	-0.34305139217726	0.288267903489817	-0.859436468649462	0.0115982647317217	0	2.22044604925031e-16	81.71	15.93
"157"	"M-08"	"M"	"Freshwater"	"Adriatic_Sea"	"South"	-4.14614262897974	1.0227129904285	-0.855343447778915	0.379919224415378	0.107568961390982	-0.0559014639314012	-0.0876156939970676	0.0149881173011362	-0.0423491770599897	0.0830910773317429	-0.215624299958089	-0.00867647165803685	0	1.11022302462516e-16	81.71	15.93
"158"	"M-09"	"M"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"159"	"M-10"	"M"	"Freshwater"	"Adriatic_Sea"	"South"	-4.10762037208554	0.664883660263423	-0.713345408939684	0.330417493230737	0.0715774204233362	-0.11724205623329	-0.409649526767958	-0.197285303287315	-0.0724566210095291	0.083449219411069	-0.215624299958089	-0.00867647165803653	0	1.11022302462516e-16	81.71	15.93
"160"	"M-14"	"M"	"Freshwater"	"Adriatic_Sea"	"South"	-4.19813991005304	1.07655705110894	-0.863684822791283	0.349803362788614	0.134119209915343	-0.0268340181694788	0.0268335900894914	-0.0537319469108261	-0.113352980420288	0.0693453567683214	-0.215624299958089	-0.00867647165803599	0	1.11022302462516e-16	81.71	15.93
"161"	"MON-SKA-GA-1"	"MON-SKA-GA"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"162"	"MON-SKA-GA-10"	"MON-SKA-GA"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"163"	"MON-SKA-GA-11"	"MON-SKA-GA"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"164"	"MON-SKA-GA-14"	"MON-SKA-GA"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"165"	"MON-SKA-GA-16"	"MON-SKA-GA"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"166"	"MON-SKA-GA-17"	"MON-SKA-GA"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"167"	"MON-SKA-GA-2"	"MON-SKA-GA"	"Freshwater"	"Adriatic_Sea"	"South"	-3.29424416340969	0.60787493448363	-0.918312657188654	0.978876327276234	-0.303427295528554	0.154104641734464	0.735917082206503	-0.370102264154801	0.113189816733684	-0.678023981287168	0.456131068887781	0.721767271989778	0	1.11022302462516e-16	81.71	15.93
"168"	"MON-SKA-GA-4"	"MON-SKA-GA"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"169"	"MON-SKA-GA-5"	"MON-SKA-GA"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"170"	"MON-SKA-GA-6"	"MON-SKA-GA"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"171"	"MUR-21"	"MUR"	"Freshwater"	"Mur_River"	"South"	-3.95013422710587	1.06201842076536	-0.927396012801912	0.548166603209359	0.0199229087770898	-0.171992868193178	-0.466413756299729	0.650919581598483	0.490347224303664	0.0922330763924474	-0.00102024372763505	-0.0154347171212949	0	1.11022302462516e-16	81.71	15.93
"172"	"MUR-23"	"MUR"	"Freshwater"	"Mur_River"	"South"	-3.31239783964578	1.02149734758077	-1.7046509981052	-1.11061287708427	0.320283645497232	-0.02986134016161	0.0126973995352949	-0.0423942884737031	-0.0367868431679644	-0.00362882547217668	-0.00102024372763061	-0.0154347171212883	0	-2.0122792321331e-16	81.71	15.93
"173"	"MUR-27"	"MUR"	"Freshwater"	"Mur_River"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"174"	"MUR-30"	"MUR"	"Freshwater"	"Mur_River"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"175"	"MUR-31"	"MUR"	"Freshwater"	"Mur_River"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"176"	"MUR-32"	"MUR"	"Freshwater"	"Mur_River"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"177"	"MUR-36"	"MUR"	"Freshwater"	"Mur_River"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"178"	"MUR-37"	"MUR"	"Freshwater"	"Mur_River"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"179"	"MUR-40"	"MUR"	"Freshwater"	"Mur_River"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"180"	"NB-11"	"NB"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"181"	"NB-15"	"NB"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"182"	"NB-16"	"NB"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"183"	"NB-9"	"NB"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"184"	"NN-02"	"NN"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"185"	"NN-04"	"NN"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"186"	"NN-06"	"NN"	"Freshwater"	"Adriatic_Sea"	"South"	-3.33928006263835	1.02620882646294	-1.08432082709927	1.03674819556783	-0.261350025327193	0.0823921057550145	0.359431268285348	-0.618268523073714	0.0779915723663221	-0.677605281763971	0.456131068887781	0.721767271989778	0	0	81.71	15.93
"187"	"NN-10"	"NN"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"188"	"NN-11"	"NN"	"Freshwater"	"Adriatic_Sea"	"South"	-4.158553828339	1.07423642925079	-0.873854252555506	0.381465635003683	0.115891465879079	-0.015829659422032	0.0560391331290518	-0.114378567798705	-0.0224395412261785	-0.0878758825086512	0.0561236703492959	0.0767155315175948	0	0	81.71	15.93
"189"	"NN-12"	"NN"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"190"	"NN-13"	"NN"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"191"	"NN-25"	"NN"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"192"	"NN-3"	"NN"	"Freshwater"	"Adriatic_Sea"	"South"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"193"	"NOR-BAR-GA-42"	"NOR-BAR-GA"	"Marine"	"North_Scandinavia"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"194"	"NOR-BAR-GA-43"	"NOR-BAR-GA"	"Marine"	"North_Scandinavia"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"195"	"NOR-KVA-GA-14"	"NOR-KVA-GA"	"Freshwater"	"North_Scandinavia"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"196"	"NOR-KVA-GA-15"	"NOR-KVA-GA"	"Freshwater"	"North_Scandinavia"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"197"	"NOR-KVA-GA-16"	"NOR-KVA-GA"	"Freshwater"	"North_Scandinavia"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"198"	"NOR-KVA-GA-19"	"NOR-KVA-GA"	"Freshwater"	"North_Scandinavia"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"199"	"NOR-KVA-GA-23"	"NOR-KVA-GA"	"Freshwater"	"North_Scandinavia"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"200"	"NOR-KVA-GA-39"	"NOR-KVA-GA"	"Freshwater"	"North_Scandinavia"	"North"	1.92748373620181	0.232381950485063	0.309161840583163	1.14064719810198	-1.089210352153	0.0108115080304822	-0.0209517744964121	0.0255149676708912	0.0289004746871733	0.0028985831589866	0.00083474486806136	0.0126284049174175	0	1.38777878078145e-16	81.71	15.93
"201"	"NOR-KVA-GA-42"	"NOR-KVA-GA"	"Freshwater"	"North_Scandinavia"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"202"	"NOR-KVA-GA-44"	"NOR-KVA-GA"	"Freshwater"	"North_Scandinavia"	"North"	3.15501068828146	0.107589224327394	-0.467243313865458	-0.0235837242382598	0.00340869176471871	0.0849121054494649	-0.0375350395213764	0.0292824632931556	0.0287497219788781	0.00346412361335193	0.000834744868061499	0.0126284049174181	0	-1.11022302462516e-16	81.71	15.93
"203"	"NOR-KVA-GA-49"	"NOR-KVA-GA"	"Freshwater"	"North_Scandinavia"	"North"	0.416713166365366	0.550022900053097	-1.4866665604756	-1.27641221181193	0.231054173369175	-0.00952491606556211	-0.00412718748055884	-0.0084396604014054	-0.00394318424039596	-0.000365121156594624	-9.27494297845733e-05	-0.00140315610193502	0	-2.22044604925031e-16	81.71	15.93
"204"	"NOR-KVA-GA-50"	"NOR-KVA-GA"	"Freshwater"	"North_Scandinavia"	"North"	2.21943397621846	0.197748788090562	0.453044675265885	1.35472188890371	-0.159176374793396	0.0108115080304857	-0.0209517744964127	0.0255149676708914	0.028900474687173	0.00289858315898659	0.000834744868061372	0.0126284049174177	0	1.38777878078145e-16	81.71	15.93
"205"	"NOR-MYR-GA-11"	"NOR-MYR-GA"	"Marine"	"North_Sea"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"206"	"NOR-MYR-GA-13"	"NOR-MYR-GA"	"Marine"	"North_Sea"	"North"	2.24029802256665	0.193390107759361	-0.165739461830051	-0.797452722722251	0.425228416048191	0.12883201986654	0.345572111044598	-0.577500458130351	0.111575135892943	-0.674164028253006	0.457058563185627	0.735798833009132	0	-2.22044604925031e-16	81.71	15.93
"207"	"NOR-MYR-GA-14"	"NOR-MYR-GA"	"Marine"	"North_Sea"	"North"	-2.76868265832125	0.988759737661638	0.242119550487569	0.584509816725656	-0.542976553323885	0.209333073820983	0.891786427193394	-0.262499923136314	0.128224946208004	-0.678016480454902	0.45613106888778	0.721767271989778	0	1.11022302462516e-16	81.71	15.93
"208"	"NOR-MYR-GA-20"	"NOR-MYR-GA"	"Marine"	"North_Sea"	"North"	-4.27559293772481	1.08109751536335	-0.843787599049254	0.287853840637375	0.169783107479975	-0.0298613401616101	0.0126973995352951	-0.0423942884737034	-0.0367868431679642	-0.00362882547217705	-0.00102024372763062	-0.0154347171212886	0	0	81.71	15.93
"209"	"NOR-MYR-GA-3"	"NOR-MYR-GA"	"Marine"	"North_Sea"	"North"	-1.70044238926	0.660771450402895	1.18605572277416	0.840939821067792	0.272548641465489	0.165277060580906	0.492909694727885	-0.82430996938857	0.12208336584784	-0.930066104953551	0.62756281111856	0.998218017906429	0	1.11022302462516e-16	81.71	15.93
"210"	"NOR-MYR-GA-36"	"NOR-MYR-GA"	"Marine"	"North_Sea"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"211"	"NOR-MYR-GA-42"	"NOR-MYR-GA"	"Marine"	"North_Sea"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"212"	"NOR-MYR-GA-44"	"NOR-MYR-GA"	"Marine"	"North_Sea"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"213"	"NOR-MYR-GA-47"	"NOR-MYR-GA"	"Marine"	"North_Sea"	"North"	-3.41714739142279	1.37715469631881	1.0997808395458	-0.373709182904319	-0.237075386622213	-0.0915179075250988	-0.521686251833658	-0.387006123840575	-0.0860201617508921	-0.00275033537633893	-0.00102024372763035	-0.015434717121288	0	1.11022302462516e-16	81.71	15.93
"214"	"NOR-ORR-GA-35"	"NOR-ORR-GA"	"Freshwater"	"North_Sea"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"215"	"NOR-ORR-GA-39"	"NOR-ORR-GA"	"Freshwater"	"North_Sea"	"North"	0.546802483773979	0.798725721919974	0.121686924693636	0.371684584800016	-0.246285239631202	-0.17316413565616	-0.218930465044402	0.26469081679685	0.0332364395149964	0.253190050790714	-0.162897328214938	-0.257673800274784	0	4.85722573273506e-17	81.71	15.93
"216"	"NOR-ORR-GA-42"	"NOR-ORR-GA"	"Freshwater"	"North_Sea"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"217"	"NOR-ORR-GA-43"	"NOR-ORR-GA"	"Freshwater"	"North_Sea"	"North"	0.472877522906253	0.474528390990794	-1.43501805971004	-1.25037840806024	0.379046957895549	0.00242717326434666	0.0586204481729668	0.0329213827517467	0.00192318982083095	-0.00043490441046082	-9.27494297845991e-05	-0.00140315610193504	0	-2.22044604925031e-16	81.71	15.93
"218"	"NOR-ORR-GA-45"	"NOR-ORR-GA"	"Freshwater"	"North_Sea"	"North"	-0.0402215262946578	1.16979382471909	0.463482687723447	-0.247509775373031	-0.14096250664283	0.0149695720297646	-0.00960890560273408	-0.00719428749102388	-0.00399301663780244	-0.00017817767153044	-9.27494297846174e-05	-0.00140315610193533	0	6.93889390390723e-18	81.71	15.93
"219"	"NOR-ORR-GA-46"	"NOR-ORR-GA"	"Freshwater"	"North_Sea"	"North"	1.44679996009341	0.792839995531012	-0.282370724590158	0.0642170161293155	-0.395742506009123	-0.32555884669871	-0.317428615798085	0.473883052505052	-0.0737665204594001	0.578890308082085	-0.39100923737372	-0.61925901432064	0	0	81.71	15.93
"220"	"NOR-ORR-GA-49"	"NOR-ORR-GA"	"Freshwater"	"North_Sea"	"North"	0.667876497936082	0.370270564004625	-0.878698661950971	-1.48419390322767	0.0992870196354366	-0.635382930767206	-0.247791365817208	-0.279294072526613	-0.0372210462990873	-0.00419736933081633	-9.27494297848277e-05	-0.00140315610193536	0	-2.22044604925031e-16	81.71	15.93
"221"	"NOR-ORR-GA-50"	"NOR-ORR-GA"	"Freshwater"	"North_Sea"	"North"	1.63204459833511	0.731970893663157	-0.770529629519553	-0.929164846957135	-0.151982276127527	-0.226463458667998	-0.398597148482537	0.52468351807392	0.230911714816857	0.289138263989949	-0.162897328214939	-0.257673800274786	0	-1.11022302462516e-16	81.71	15.93
"222"	"NOR-ORR-GA-51"	"NOR-ORR-GA"	"Freshwater"	"North_Sea"	"North"	-1.93621909991214	1.97530741947148	0.687255756643259	0.804772651141243	-0.887126159396913	-0.294985298222562	-0.581238622588447	0.945217462071091	-0.0947640014759019	1.02341109117245	-0.685355971203979	-1.10019035925886	0	2.22044604925031e-16	81.71	15.93
"223"	"NOR-ORR-GA-53"	"NOR-ORR-GA"	"Freshwater"	"North_Sea"	"North"	0.59367335488023	1.13263353369442	0.300638849867115	0.259500552865117	-0.432844732406437	-0.115106447904047	-0.432426426290752	0.640970360445691	0.218236686495126	0.386284078966778	-0.228204658588569	-0.362988370147796	0	7.63278329429795e-17	81.71	15.93
"224"	"NOR-SBJ-GA-1"	"NOR-SBJ-GA"	"Marine"	"North_Scandinavia"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"225"	"NOR-SBJ-GA-2"	"NOR-SBJ-GA"	"Marine"	"North_Scandinavia"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"226"	"NOR-SKF-GA-22"	"NOR-SKF-GA"	"Freshwater"	"North_Scandinavia"	"North"	0.878103833647372	0.418796174343957	-0.667734874936489	-1.42434035481925	0.535939235621716	-0.0441092693985954	0.00801619778018386	-0.00745490343732814	-0.00347631948553727	-0.00063990827956632	-9.27494297846253e-05	-0.00140315610193496	0	-2.22044604925031e-16	81.71	15.93
"227"	"NOR-SKF-GA-30"	"NOR-SKF-GA"	"Freshwater"	"North_Scandinavia"	"North"	0.416713166365366	0.550022900053097	-1.4866665604756	-1.27641221181193	0.231054173369175	-0.00952491606556211	-0.00412718748055884	-0.0084396604014054	-0.00394318424039596	-0.000365121156594624	-9.27494297845733e-05	-0.00140315610193502	0	-2.22044604925031e-16	81.71	15.93
"228"	"NOR-SKF-GA-33"	"NOR-SKF-GA"	"Freshwater"	"North_Scandinavia"	"North"	3.18262907429749	0.138148620307991	-0.407818723790058	-0.043744828817938	-0.00867583677613858	0.0108115080304858	-0.0209517744964129	0.0255149676708917	0.0289004746871728	0.00289858315898696	0.000834744868061388	0.012628404917418	0	-1.11022302462516e-16	81.71	15.93
"229"	"NOR-SKF-GA-38"	"NOR-SKF-GA"	"Freshwater"	"North_Scandinavia"	"North"	0.416713166365366	0.550022900053097	-1.4866665604756	-1.27641221181193	0.231054173369175	-0.00952491606556211	-0.00412718748055884	-0.0084396604014054	-0.00394318424039596	-0.000365121156594624	-9.27494297845733e-05	-0.00140315610193502	0	-2.22044604925031e-16	81.71	15.93
