"Individual"	"Population"	"Type"	"Concrete_Location"	"NS"	"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"PC11"	"PC12"	"PC13"	"pc1"	"pc2"
"70"	"GA-POR-RA-20"	"GA-POR-RA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.27862452709527	-0.851814949553761	0.192953275477276	0.0476093319875273	0.109728231647614	0.161336828781479	-0.127048219867739	-0.162978117787855	0.198904768817975	0.244813848705014	0.328851045245011	0.477933773062813	-0.793935188643941	98.62	0.72
"71"	"GA-POR-RA-22"	"GA-POR-RA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"72"	"GA-POR-RA-23"	"GA-POR-RA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"73"	"GA-POR-RA-24"	"GA-POR-RA"	"Freshwater"	"Iberian_Peninsula"	"South"	-0.176387554519327	0.0799809158494012	-0.0936330847869739	-0.0505633168943843	0.000556663236894208	-0.000436592207611675	-0.000362353371912224	-0.000691301292054803	0.000648205528996812	0.000424983732651134	3.37152004919252e-05	-0.000629685349315294	-0.000692059307644059	98.62	0.72
"74"	"GA-POR-RA-4"	"GA-POR-RA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.5130822343671	0.106347879380842	-0.199548105730077	-0.103306241803285	0.0986464511000153	0.14723953007138	-0.114711098048868	-0.14676592662199	-0.113119037720437	-0.114179186404368	-0.158535567765725	-0.196156401236229	0.0131491268452312	98.62	0.72
"75"	"GA-POR-RA-5"	"GA-POR-RA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.5906540541111	0.0917302338640857	-0.210571977966178	-0.0662899747836945	0.0693553057039864	0.109977826102857	-0.0821018591803531	-0.103876662299308	0.128021526635066	0.159947347378279	-0.0903585195472341	-0.0997398645867426	0.18014768038972	98.62	0.72
"76"	"GA-POR-RA-6"	"GA-POR-RA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"77"	"GA-POR-RA-7"	"GA-POR-RA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"78"	"GA-POR-RA-8"	"GA-POR-RA"	"Freshwater"	"Iberian_Peninsula"	"South"	-0.176387554519327	0.0799809158494012	-0.0936330847869739	-0.0505633168943843	0.000556663236894208	-0.000436592207611675	-0.000362353371912224	-0.000691301292054803	0.000648205528996812	0.000424983732651134	3.37152004919252e-05	-0.000629685349315294	-0.000692059307644059	98.62	0.72
"79"	"GA-POR-RA-9"	"GA-POR-RA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"80"	"GA-POR-SA-1"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"81"	"GA-POR-SA-10"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"82"	"GA-POR-SA-11"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"83"	"GA-POR-SA-12"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"84"	"GA-POR-SA-13"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"85"	"GA-POR-SA-14"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"86"	"GA-POR-SA-15"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"87"	"GA-POR-SA-2"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"88"	"GA-POR-SA-3"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"89"	"GA-POR-SA-4"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"90"	"GA-POR-SA-5"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"91"	"GA-POR-SA-6"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"92"	"GA-POR-SA-7"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"93"	"GA-POR-SA-8"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"94"	"GA-POR-SA-9"	"GA-POR-SA"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"95"	"GA-POR-TE-1"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	3.47308858690111	0.112829667922133	-0.225346014608621	-0.107782465252758	0.110322370504605	0.162092641703988	-0.127709662622768	-0.16384787073218	0.199947905709994	0.246062767006525	0.330475738027582	-0.924579763511067	0.0131491268452109	98.62	0.72
"96"	"GA-POR-TE-10"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"97"	"GA-POR-TE-11"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"98"	"GA-POR-TE-12"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	3.51191069201878	0.143008048058069	-0.189010290751623	0.0312862547191836	0.0822736055979954	0.117379240462005	-0.0223318622495272	-0.0369600676706207	-0.0130364525304822	-0.0178446344888325	-0.0144968345504048	-0.276203087734707	0.0131491268452289	98.62	0.72
"99"	"GA-POR-TE-13"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	3.69474963899798	0.0710598255345719	-0.256846669435332	-0.00200868400927329	0.0266230821930391	0.0556175257167345	-0.0345289402995451	-0.0413214586144113	0.0529960367216554	0.070121449980212	0.101241357909708	-0.276203296870104	0.0131491268452289	98.62	0.72
"100"	"GA-POR-TE-14"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"101"	"GA-POR-TE-15"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	3.28251725500568	-0.0108560474152757	-0.181316680578856	-0.138774071688372	0.170557872288333	-0.98561335009298	-0.189740591586377	-0.0691287495095315	0.0863466694378	0.110051219394746	0.153266352760396	-0.202629125592343	-0.114285238758325	98.62	0.72
"102"	"GA-POR-TE-16"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"103"	"GA-POR-TE-17"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	3.69474963899798	0.0710598255345719	-0.256846669435332	-0.00200868400927329	0.0266230821930391	0.0556175257167345	-0.0345289402995451	-0.0413214586144113	0.0529960367216554	0.070121449980212	0.101241357909708	-0.276203296870104	0.0131491268452289	98.62	0.72
"104"	"GA-POR-TE-18"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	3.42502151662255	0.159381457491764	-0.176662312176036	-0.0101761336609413	-0.0159473479417463	0.14198114220969	-0.0447964109482435	-0.0658088301213634	0.0215632675369201	0.0235806318878988	0.0394766619545199	-0.199873329553864	0.145356315067949	98.62	0.72
"105"	"GA-POR-TE-2"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	3.45977464207711	0.152832573242681	-0.181601141973772	0.00640760739137425	-0.0290701398785016	0.125287442397794	-0.0301870724911175	-0.046593215551692	0.135209929725774	0.0223167625394462	0.0394766619545894	-0.199873329553864	0.145356315067949	98.62	0.72
"106"	"GA-POR-TE-20"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	3.69474963899798	0.0710598255345719	-0.256846669435332	-0.00200868400927329	0.0266230821930391	0.0556175257167345	-0.0345289402995451	-0.0413214586144113	0.0529960367216554	0.070121449980212	0.101241357909708	-0.276203296870104	0.0131491268452289	98.62	0.72
"107"	"GA-POR-TE-21"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"108"	"GA-POR-TE-22"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"109"	"GA-POR-TE-23"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	2.31870574126864	-0.708894044511487	-0.803964157981372	0.115444692674339	0.348868855101037	0.465551191091043	-0.393278632093797	-0.513053287773562	0.618766899983322	0.747502904892299	0.983808351111487	-0.000631463000187165	-0.000692059307644024	98.62	0.72
"110"	"GA-POR-TE-24"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"111"	"GA-POR-TE-4"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"112"	"GA-POR-TE-5"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	0.410035569420959	-0.0305247468626132	-0.176970740342139	0.229270197568379	-0.216460801023722	-0.141025531941616	-0.871036384246165	-0.970487242779855	0.000686614962453447	0.000421259426641212	3.37152004919391e-05	-0.000629685349315287	-0.000692059307644059	98.62	0.72
"113"	"GA-POR-TE-7"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"114"	"GA-POR-TE-8"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-0.176387554519327	0.0799809158494012	-0.0936330847869739	-0.0505633168943843	0.000556663236894208	-0.000436592207611675	-0.000362353371912224	-0.000691301292054803	0.000648205528996812	0.000424983732651134	3.37152004919252e-05	-0.000629685349315294	-0.000692059307644059	98.62	0.72
"115"	"GA-POR-VO-1"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-2.99463043991618	0.915512857663665	0.237621400150167	-0.173563060844789	-0.271981022333756	-0.370030493201755	0.308195702328648	0.400745269054773	-0.484432257106781	-0.587370024720678	0.185703413878562	0.106145418345452	0.792551070028669	98.62	0.72
"116"	"GA-POR-VO-10"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-4.22769127733085	0.113361030102867	-0.188149016357141	-0.0536170414407801	0.0116899279747784	-0.00916843635984502	-0.00760942081015649	-0.0145173271331512	0.0136123161089327	0.0089246583856737	0.000708019210330203	-0.0132233923356211	-0.0145332454605254	98.62	0.72
"117"	"GA-POR-VO-12"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-0.176387554519327	0.0799809158494012	-0.0936330847869739	-0.0505633168943843	0.000556663236894208	-0.000436592207611675	-0.000362353371912224	-0.000691301292054803	0.000648205528996812	0.000424983732651134	3.37152004919252e-05	-0.000629685349315294	-0.000692059307644059	98.62	0.72
"118"	"GA-POR-VO-13"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.70141483874451	0.0141894179315437	-0.262939117182314	0.197515254296518	0.594318010536596	1.05903246101451	0.129606181774005	-0.0145173271333597	0.0136123161089325	0.00892465838567392	0.000708019210330203	-0.0132233923356211	-0.0145332454605254	98.62	0.72
"119"	"GA-POR-VO-14"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.4878403229207	-0.0260565963301839	-0.293290579647662	0.299430245235288	-0.268403116584856	0.710329906239639	-0.490761173489769	0.138211415248509	-0.169562672483197	-0.210385575373493	-0.28503402110986	-0.417322112116554	-0.714453653698457	98.62	0.72
"120"	"GA-POR-VO-16"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"121"	"GA-POR-VO-17"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-0.176387554519327	0.0799809158494012	-0.0936330847869739	-0.0505633168943843	0.000556663236894208	-0.000436592207611675	-0.000362353371912224	-0.000691301292054803	0.000648205528996812	0.000424983732651134	3.37152004919252e-05	-0.000629685349315294	-0.000692059307644059	98.62	0.72
"122"	"GA-POR-VO-18"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-2.91823513981267	-0.109664123068259	0.334095065480156	0.242553353583689	-0.409548421604593	0.434433940839408	0.457324273400846	0.455839864202103	0.278984794497281	0.331364230991363	0.515195047938126	0.572115169771275	-0.014533245460509	98.62	0.72
"123"	"GA-POR-VO-19"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	0.136752131496078	0.0209728257658185	-0.138133934477993	0.0988628828548264	-0.117684988210933	-0.150853564757809	0.131273682165045	0.172401273412431	-0.206950114875417	-0.248126614527737	-0.323807263829057	-0.458608234434373	-0.793935188643967	98.62	0.72
"124"	"GA-POR-VO-2"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.31331856390956	0.951837535599827	-0.425422524113897	0.00304819942946319	-0.233554195298287	0.903185322113568	0.260387859052736	0.161595515203566	-0.197608357759982	-0.243963881239711	-0.328783614844027	-0.479193143761443	0.792551070028652	98.62	0.72
"125"	"GA-POR-VO-20"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.06379509233903	0.904817294646792	-0.460882757992381	0.122117566137522	-0.326807988721222	0.539689282501317	0.365211025403929	0.334688089908088	-0.405206678164396	-0.4925154795001	-0.652624593873576	-0.937171692846501	-0.000692059307670073	98.62	0.72
"126"	"GA-POR-VO-22"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-0.176387554519327	0.0799809158494012	-0.0936330847869739	-0.0505633168943843	0.000556663236894208	-0.000436592207611675	-0.000362353371912224	-0.000691301292054803	0.000648205528996812	0.000424983732651134	3.37152004919252e-05	-0.000629685349315294	-0.000692059307644059	98.62	0.72
"127"	"GA-POR-VO-24"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-0.176387554519327	0.0799809158494012	-0.0936330847869739	-0.0505633168943843	0.000556663236894208	-0.000436592207611675	-0.000362353371912224	-0.000691301292054803	0.000648205528996812	0.000424983732651134	3.37152004919252e-05	-0.000629685349315294	-0.000692059307644059	98.62	0.72
"128"	"GA-POR-VO-28"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-0.176387554519327	0.0799809158494012	-0.0936330847869739	-0.0505633168943843	0.000556663236894208	-0.000436592207611675	-0.000362353371912224	-0.000691301292054803	0.000648205528996812	0.000424983732651134	3.37152004919252e-05	-0.000629685349315294	-0.000692059307644059	98.62	0.72
"129"	"GA-POR-VO-3"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	2.60389761938252	0.23390801694742	-1.37682359767239	0.0690840550046316	0.305586633156057	-1.05870773950857	-0.339059768995766	-0.230216343962423	0.279546834745344	0.341364313729111	0.45464436059143	-1.27578368294159	0.0131491268452013	98.62	0.72
"130"	"GA-POR-VO-5"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	0.0521949464649029	0.0369067945802609	-0.126117359289938	0.0585132900533641	-0.0857561665176848	-0.110236433337646	0.0957279717017561	0.12566104366688	-0.150892290285884	-0.181010166427135	-0.586147166736572	-0.45860776039414	-0.793935188643967	98.62	0.72
"131"	"GA-POR-VO-6"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.63139963613393	1.01177678125256	-0.380219445051224	-0.148735965776296	-0.108614905173826	-0.162210013196703	0.126323513123915	0.161595515203745	-0.197608357759982	-0.243963881239711	-0.328783614844027	-0.479193143761443	0.792551070028652	98.62	0.72
"132"	"GA-POR-VO-7"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-0.176387554519327	0.0799809158494012	-0.0936330847869739	-0.0505633168943843	0.000556663236894208	-0.000436592207611675	-0.000362353371912224	-0.000691301292054803	0.000648205528996812	0.000424983732651134	3.37152004919252e-05	-0.000629685349315294	-0.000692059307644059	98.62	0.72
"133"	"GA-POR-VO-9"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.43565608157974	-0.0358902027094138	-0.300706576992821	0.324331888874263	-0.287382830071634	-0.389623363086137	0.325342222915019	0.423291795797333	-0.511473400210114	-0.619745620650491	0.143519259393047	-0.831518750327926	0.00295462673636778	98.62	0.72
"134"	"GAC-NOR-KRI-12"	"GAC-NOR-KRI"	"Marine"	"North_Sea"	"North"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"135"	"GAC-NOR-KRI-35"	"GAC-NOR-KRI"	"Marine"	"North_Sea"	"North"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"136"	"GAC-RUS-PRI-12"	"GAC-RUS-PRI"	"Marine"	"Finnish_Golf"	"North"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"137"	"GAC-RUS-PRI-33"	"GAC-RUS-PRI"	"Marine"	"Finnish_Golf"	"North"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"138"	"GAC-SWE-FIS-26"	"GAC-SWE-FIS"	"Marine"	"North_Sea"	"North"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"139"	"GAC-SWE-FIS-28"	"GAC-SWE-FIS"	"Marine"	"North_Sea"	"North"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"140"	"ITA-STE-1"	"ITA-STE"	"Freshwater"	"Adriatic_Sea"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"141"	"ITA-STE-2"	"ITA-STE"	"Freshwater"	"Adriatic_Sea"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"142"	"KR-01"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"143"	"KR-02"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"144"	"KR-03"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"145"	"KR-04"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
"146"	"KR-07"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	3.8749161682922	0.0466008015959356	0.000882846783192615	-0.0475095923479885	-0.0105766015009904	0.00829525194462171	0.00688471406633201	0.0131347245490415	-0.0123159050509394	-0.00807469092037159	-0.000640588809346589	0.0119640216369907	0.0131491268452369	98.62	0.72
