"Individual"	"Population"	"Type"	"Concrete_Location"	"NS"	"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"PC11"	"PC12"	"PC13"	"PC14"	"PC15"	"PC16"	"PC17"	"PC18"	"PC19"	"pc1"	"pc2"
"110"	"GA-POR-TE-24"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-0.422610807673197	-0.13955560761348	-0.000501121968239681	0.000815866182630322	-0.000292950578858264	0.00136113783652539	-0.000173368941570905	-0.000425950973200464	-0.000331793096189751	-0.000415168322946587	-3.81489790354329e-06	0.00145930758513927	-0.000374011722274183	0.00101840553462131	0.000333922358883718	-0.000107683898621811	-0.00065688099731305	8.47207354525148e-05	0.00113915606859202	99.14	0.86
"111"	"GA-POR-TE-4"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	4.31939394006743	-0.306269314393683	0.00451009771415682	-0.00734279564367268	0.00263655520972465	-0.0122502405287286	0.00156032047413819	0.00383355875880436	0.00298613786570778	0.00373651490651928	3.43340811319592e-05	-0.0131337682662534	0.00336610550046786	-0.00916564981159186	-0.00300530122995349	0.000969155087596393	0.00591192897581737	-0.000762486619072692	-0.0102524046173281	99.14	0.86
"112"	"GA-POR-TE-5"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	4.31939394006743	-0.306269314393683	0.00451009771415682	-0.00734279564367268	0.00263655520972465	-0.0122502405287286	0.00156032047413819	0.00383355875880436	0.00298613786570778	0.00373651490651928	3.43340811319592e-05	-0.0131337682662534	0.00336610550046786	-0.00916564981159186	-0.00300530122995349	0.000969155087596393	0.00591192897581737	-0.000762486619072692	-0.0102524046173281	99.14	0.86
"113"	"GA-POR-TE-7"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	-0.422610807673197	-0.13955560761348	-0.000501121968239681	0.000815866182630322	-0.000292950578858264	0.00136113783652539	-0.000173368941570905	-0.000425950973200464	-0.000331793096189751	-0.000415168322946587	-3.81489790354329e-06	0.00145930758513927	-0.000374011722274183	0.00101840553462131	0.000333922358883718	-0.000107683898621811	-0.00065688099731305	8.47207354525148e-05	0.00113915606859202	99.14	0.86
"114"	"GA-POR-TE-8"	"GA-POR-TE"	"Freshwater"	"Iberian_Peninsula"	"South"	2.67737895137946	0.884130835244135	0.311917198752659	-0.312342477894863	-0.33629426582426	0.348789233576622	-0.390151635312319	-0.125380654295513	0.691916009427233	-0.768886331672744	0.000825459816747884	-0.440033806861098	-0.0833062134440402	-0.380342629307851	-0.266844618372559	0.326595032789315	-0.636679372024396	-0.63593777029163	0.647808518565948	99.14	0.86
"115"	"GA-POR-VO-1"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-5.16461555541382	0.0271580991667227	-0.00551234165063618	0.00897452800893353	-0.00322245636744109	0.0149725162017796	-0.00190705835727973	-0.00468546070520514	-0.00364972405808733	-0.00456685155241259	-4.19638769391106e-05	0.0160523834365321	-0.00411412894501622	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"116"	"GA-POR-VO-10"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-5.16461555541382	0.0271580991667227	-0.00551234165063618	0.00897452800893353	-0.00322245636744109	0.0149725162017796	-0.00190705835727973	-0.00468546070520514	-0.00364972405808733	-0.00456685155241259	-4.19638769391106e-05	0.0160523834365321	-0.00411412894501622	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"117"	"GA-POR-VO-12"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-5.16461555541382	0.0271580991667227	-0.00551234165063618	0.00897452800893353	-0.00322245636744109	0.0149725162017796	-0.00190705835727973	-0.00468546070520514	-0.00364972405808733	-0.00456685155241259	-4.19638769391106e-05	0.0160523834365321	-0.00411412894501622	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"118"	"GA-POR-VO-13"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-5.16461555541382	0.0271580991667227	-0.00551234165063618	0.00897452800893353	-0.00322245636744109	0.0149725162017796	-0.00190705835727973	-0.00468546070520514	-0.00364972405808733	-0.00456685155241259	-4.19638769391106e-05	0.0160523834365321	-0.00411412894501622	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"119"	"GA-POR-VO-14"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-5.16461555541382	0.0271580991667227	-0.00551234165063618	0.00897452800893353	-0.00322245636744109	0.0149725162017796	-0.00190705835727973	-0.00468546070520514	-0.00364972405808733	-0.00456685155241259	-4.19638769391106e-05	0.0160523834365321	-0.00411412894501622	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"120"	"GA-POR-VO-16"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-5.16461555541382	0.0271580991667227	-0.00551234165063618	0.00897452800893353	-0.00322245636744109	0.0149725162017796	-0.00190705835727973	-0.00468546070520514	-0.00364972405808733	-0.00456685155241259	-4.19638769391106e-05	0.0160523834365321	-0.00411412894501622	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"121"	"GA-POR-VO-17"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-5.16461555541382	0.0271580991667227	-0.00551234165063618	0.00897452800893353	-0.00322245636744109	0.0149725162017796	-0.00190705835727973	-0.00468546070520514	-0.00364972405808733	-0.00456685155241259	-4.19638769391106e-05	0.0160523834365321	-0.00411412894501622	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"122"	"GA-POR-VO-18"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-5.16461555541382	0.0271580991667227	-0.00551234165063618	0.00897452800893353	-0.00322245636744109	0.0149725162017796	-0.00190705835727973	-0.00468546070520514	-0.00364972405808733	-0.00456685155241259	-4.19638769391106e-05	0.0160523834365321	-0.00411412894501622	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"123"	"GA-POR-VO-19"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-5.16461555541382	0.0271580991667227	-0.00551234165063618	0.00897452800893353	-0.00322245636744109	0.0149725162017796	-0.00190705835727973	-0.00468546070520514	-0.00364972405808733	-0.00456685155241259	-4.19638769391106e-05	0.0160523834365321	-0.00411412894501622	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"124"	"GA-POR-VO-2"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-5.16461555541382	0.0271580991667227	-0.00551234165063618	0.00897452800893353	-0.00322245636744109	0.0149725162017796	-0.00190705835727973	-0.00468546070520514	-0.00364972405808733	-0.00456685155241259	-4.19638769391106e-05	0.0160523834365321	-0.00411412894501622	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"125"	"GA-POR-VO-20"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-5.16461555541382	0.0271580991667227	-0.00551234165063618	0.00897452800893353	-0.00322245636744109	0.0149725162017796	-0.00190705835727973	-0.00468546070520514	-0.00364972405808733	-0.00456685155241259	-4.19638769391106e-05	0.0160523834365321	-0.00411412894501622	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"126"	"GA-POR-VO-22"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-5.16461555541382	0.0271580991667227	-0.00551234165063618	0.00897452800893353	-0.00322245636744109	0.0149725162017796	-0.00190705835727973	-0.00468546070520514	-0.00364972405808733	-0.00456685155241259	-4.19638769391106e-05	0.0160523834365321	-0.00411412894501622	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"127"	"GA-POR-VO-24"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-5.16461555541382	0.0271580991667227	-0.00551234165063618	0.00897452800893353	-0.00322245636744109	0.0149725162017796	-0.00190705835727973	-0.00468546070520514	-0.00364972405808733	-0.00456685155241259	-4.19638769391106e-05	0.0160523834365321	-0.00411412894501622	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"128"	"GA-POR-VO-28"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-3.15745842831808	-1.04266389187798	-0.412595724011203	0.412869889730463	0.445606163877989	-0.463133453985546	0.515564979573636	-0.565679877650127	-0.617166249169457	0.68433888986973	-0.00108961091969467	0.58137410519884	0.110661556567027	0.502733007043433	0.353061957264288	-0.828485633437616	0.303966449084493	0.304708050817258	-0.858905452103582	99.14	0.86
"129"	"GA-POR-VO-3"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-5.16461555541382	0.0271580991667227	-0.00551234165063618	0.00897452800893353	-0.00322245636744109	0.0149725162017796	-0.00190705835727973	-0.00468546070520514	-0.00364972405808733	-0.00456685155241259	-4.19638769391106e-05	0.0160523834365321	-0.00411412894501622	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"130"	"GA-POR-VO-5"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-5.16461555541382	0.0271580991667227	-0.00551234165063618	0.00897452800893353	-0.00322245636744109	0.0149725162017796	-0.00190705835727973	-0.00468546070520514	-0.00364972405808733	-0.00456685155241259	-4.19638769391106e-05	0.0160523834365321	-0.00411412894501622	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"131"	"GA-POR-VO-6"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-5.16461555541382	0.0271580991667227	-0.00551234165063618	0.00897452800893353	-0.00322245636744109	0.0149725162017796	-0.00190705835727973	-0.00468546070520514	-0.00364972405808733	-0.00456685155241259	-4.19638769391106e-05	0.0160523834365321	-0.00411412894501622	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"132"	"GA-POR-VO-7"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-5.16461555541382	0.0271580991667227	-0.00551234165063618	0.00897452800893353	-0.00322245636744109	0.0149725162017796	-0.00190705835727973	-0.00468546070520514	-0.00364972405808733	-0.00456685155241259	-4.19638769391106e-05	0.0160523834365321	-0.00411412894501622	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"133"	"GA-POR-VO-9"	"GA-POR-VO"	"Freshwater"	"Iberian_Peninsula"	"South"	-5.16461555541382	0.0271580991667227	-0.00551234165063618	0.00897452800893353	-0.00322245636744109	0.0149725162017796	-0.00190705835727973	-0.00468546070520514	-0.00364972405808733	-0.00456685155241259	-4.19638769391106e-05	0.0160523834365321	-0.00411412894501622	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"134"	"GAC-NOR-KRI-12"	"GAC-NOR-KRI"	"Marine"	"North_Sea"	"North"	1.06039552736189	0.350166487568961	-0.405331299328604	0.402475668586281	0.441439731117811	0.631787773963517	-0.693386224290301	-0.749064977552052	0.305955700917612	-0.340427958520722	-0.00104566321817234	0.563651975729951	0.113766390799347	0.48982833196093	0.71004705119326	0.14742530677108	-0.755036215219137	-0.754294613486372	0.269572312948106	99.14	0.86
"135"	"GAC-NOR-KRI-35"	"GAC-NOR-KRI"	"Marine"	"North_Sea"	"North"	-0.422610807673197	-0.13955560761348	-0.000501121968239681	0.000815866182630322	-0.000292950578858264	0.00136113783652539	-0.000173368941570905	-0.000425950973200464	-0.000331793096189751	-0.000415168322946587	-3.81489790354329e-06	0.00145930758513927	-0.000374011722274183	0.00101840553462131	0.000333922358883718	-0.000107683898621811	-0.00065688099731305	8.47207354525148e-05	0.00113915606859202	99.14	0.86
"136"	"GAC-RUS-PRI-12"	"GAC-RUS-PRI"	"Marine"	"Finnish_Golf"	"North"	4.31939394006743	-0.306269314393683	0.00451009771415682	-0.00734279564367268	0.00263655520972465	-0.0122502405287286	0.00156032047413819	0.00383355875880436	0.00298613786570778	0.00373651490651928	3.43340811319592e-05	-0.0131337682662534	0.00336610550046786	-0.00916564981159186	-0.00300530122995349	0.000969155087596393	0.00591192897581737	-0.000762486619072692	-0.0102524046173281	99.14	0.86
"137"	"GAC-RUS-PRI-33"	"GAC-RUS-PRI"	"Marine"	"Finnish_Golf"	"North"	4.31939394006743	-0.306269314393683	0.00451009771415682	-0.00734279564367268	0.00263655520972465	-0.0122502405287286	0.00156032047413819	0.00383355875880436	0.00298613786570778	0.00373651490651928	3.43340811319592e-05	-0.0131337682662534	0.00336610550046786	-0.00916564981159186	-0.00300530122995349	0.000969155087596393	0.00591192897581737	-0.000762486619072692	-0.0102524046173281	99.14	0.86
"138"	"GAC-SWE-FIS-26"	"GAC-SWE-FIS"	"Marine"	"North_Sea"	"North"	-0.422610807673197	-0.13955560761348	-0.000501121968239681	0.000815866182630322	-0.000292950578858264	0.00136113783652539	-0.000173368941570905	-0.000425950973200464	-0.000331793096189751	-0.000415168322946587	-3.81489790354329e-06	0.00145930758513927	-0.000374011722274183	0.00101840553462131	0.000333922358883718	-0.000107683898621811	-0.00065688099731305	8.47207354525148e-05	0.00113915606859202	99.14	0.86
"139"	"GAC-SWE-FIS-28"	"GAC-SWE-FIS"	"Marine"	"North_Sea"	"North"	4.31939394006743	-0.306269314393683	0.00451009771415682	-0.00734279564367268	0.00263655520972465	-0.0122502405287286	0.00156032047413819	0.00383355875880436	0.00298613786570778	0.00373651490651928	3.43340811319592e-05	-0.0131337682662534	0.00336610550046786	-0.00916564981159186	-0.00300530122995349	0.000969155087596393	0.00591192897581737	-0.000762486619072692	-0.0102524046173281	99.14	0.86
"140"	"ITA-STE-1"	"ITA-STE"	"Freshwater"	"Adriatic_Sea"	"South"	3.45574720742943	0.97456648044212	0.112979966046999	-0.11496319629018	-0.116956588238493	0.115144032690291	-0.13683529348081	-0.146102944938535	-0.163011845803844	-0.723398405508938	0.000313486072382907	-0.16376721434227	-0.0272165810811129	-0.140136983779243	-0.0961020966351476	0.0594150227894784	-0.727616824101544	0.128386644693333	0.221947116641415	99.14	0.86
"141"	"ITA-STE-2"	"ITA-STE"	"Freshwater"	"Adriatic_Sea"	"South"	3.45574720742943	0.97456648044212	0.112979966046999	-0.11496319629018	-0.116956588238493	0.115144032690291	-0.13683529348081	-0.146102944938535	-0.163011845803844	-0.723398405508938	0.000313486072382907	-0.16376721434227	-0.0272165810811129	-0.140136983779243	-0.0961020966351476	0.0594150227894784	-0.727616824101544	0.128386644693333	0.221947116641415	99.14	0.86
"142"	"KR-01"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.66103781688397	0.193450811054725	-0.142978689829753	0.145364326335715	0.148340673096689	-0.14647716367258	0.173484872570632	0.185332504088224	0.204359587745402	-0.235480055244112	0.00561844750360729	-1.62788350728276	1.23981076032185	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"143"	"KR-02"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.66103781688397	0.193450811054725	-0.142978689829753	0.145364326335715	0.148340673096689	-0.14647716367258	0.173484872570632	0.185332504088224	0.204359587745402	-0.235480055244112	0.00561844750360729	-1.62788350728276	1.23981076032185	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"144"	"KR-03"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.66103781688397	0.193450811054725	-0.142978689829753	0.145364326335715	0.148340673096689	-0.14647716367258	0.173484872570632	0.185332504088224	0.204359587745402	-0.235480055244112	0.00561844750360729	-1.62788350728276	1.23981076032185	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"145"	"KR-04"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.66103781688397	0.193450811054725	-0.142978689829753	0.145364326335715	0.148340673096689	-0.14647716367258	0.173484872570632	0.185332504088224	0.204359587745402	-0.235480055244112	0.00561844750360729	-1.62788350728276	1.23981076032185	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"146"	"KR-07"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.66103781688397	0.193450811054725	-0.142978689829753	0.145364326335715	0.148340673096689	-0.14647716367258	0.173484872570632	0.185332504088224	0.204359587745402	-0.235480055244112	0.00561844750360729	-1.62788350728276	1.23981076032185	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"147"	"KR-09"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.66103781688397	0.193450811054725	-0.142978689829753	0.145364326335715	0.148340673096689	-0.14647716367258	0.173484872570632	0.185332504088224	0.204359587745402	-0.235480055244112	0.00561844750360729	-1.62788350728276	1.23981076032185	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"148"	"KR-13"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.66103781688397	0.193450811054725	-0.142978689829753	0.145364326335715	0.148340673096689	-0.14647716367258	0.173484872570632	0.185332504088224	0.204359587745402	-0.235480055244112	0.00561844750360729	-1.62788350728276	1.23981076032185	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"149"	"KR-14"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.66103781688397	0.193450811054725	-0.142978689829753	0.145364326335715	0.148340673096689	-0.14647716367258	0.173484872570632	0.185332504088224	0.204359587745402	-0.235480055244112	0.00561844750360729	-1.62788350728276	1.23981076032185	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"150"	"KR-15"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.66103781688397	0.193450811054725	-0.142978689829753	0.145364326335715	0.148340673096689	-0.14647716367258	0.173484872570632	0.185332504088224	0.204359587745402	-0.235480055244112	0.00561844750360729	-1.62788350728276	1.23981076032185	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"151"	"KR-26"	"KR"	"Freshwater"	"Adriatic_Sea"	"South"	-4.66103781688397	0.193450811054725	-0.142978689829753	0.145364326335715	0.148340673096689	-0.14647716367258	0.173484872570632	0.185332504088224	0.204359587745402	-0.235480055244112	0.00561844750360729	-1.62788350728276	1.23981076032185	0.0112024608808342	0.00367314594772067	-0.00118452288483996	-0.00722569097044333	0.000931928089977805	0.0125307167545124	99.14	0.86
"152"	"M-01"	"M"	"Freshwater"	"Adriatic_Sea"	"South"	4.31939394006743	-0.306269314393683	0.00451009771415682	-0.00734279564367268	0.00263655520972465	-0.0122502405287286	0.00156032047413819	0.00383355875880436	0.00298613786570778	0.00373651490651928	3.43340811319592e-05	-0.0131337682662534	0.00336610550046786	-0.00916564981159186	-0.00300530122995349	0.000969155087596393	0.00591192897581737	-0.000762486619072692	-0.0102524046173281	99.14	0.86
"153"	"M-02"	"M"	"Freshwater"	"Adriatic_Sea"	"South"	3.06753395056842	-0.719661679921247	-0.812409575912745	0.80636596451655	-0.223642040141624	0.228788638194952	-0.260293864687112	-0.279856797312555	-0.307564687135712	0.348482071191635	-0.00209329712098738	1.12896660703747	0.228540636756217	0.99729460133807	0.00996593800318154	0.000969155087596282	0.00591192897581737	-0.000762486619072692	-0.0143922701823752	99.14	0.86
"154"	"M-03"	"M"	"Freshwater"	"Adriatic_Sea"	"South"	4.31939394006743	-0.306269314393683	0.00451009771415682	-0.00734279564367268	0.00263655520972465	-0.0122502405287286	0.00156032047413819	0.00383355875880436	0.00298613786570778	0.00373651490651928	3.43340811319592e-05	-0.0131337682662534	0.00336610550046786	-0.00916564981159186	-0.00300530122995349	0.000969155087596393	0.00591192897581737	-0.000762486619072692	-0.0102524046173281	99.14	0.86
"155"	"M-05"	"M"	"Freshwater"	"Adriatic_Sea"	"South"	4.31939394006743	-0.306269314393683	0.00451009771415682	-0.00734279564367268	0.00263655520972465	-0.0122502405287286	0.00156032047413819	0.00383355875880436	0.00298613786570778	0.00373651490651928	3.43340811319592e-05	-0.0131337682662534	0.00336610550046786	-0.00916564981159186	-0.00300530122995349	0.000969155087596393	0.00591192897581737	-0.000762486619072692	-0.0102524046173281	99.14	0.86
"156"	"M-07"	"M"	"Freshwater"	"Adriatic_Sea"	"South"	4.31939394006743	-0.306269314393683	0.00451009771415682	-0.00734279564367268	0.00263655520972465	-0.0122502405287286	0.00156032047413819	0.00383355875880436	0.00298613786570778	0.00373651490651928	3.43340811319592e-05	-0.0131337682662534	0.00336610550046786	-0.00916564981159186	-0.00300530122995349	0.000969155087596393	0.00591192897581737	-0.000762486619072692	-0.0102524046173281	99.14	0.86
"157"	"M-08"	"M"	"Freshwater"	"Adriatic_Sea"	"South"	4.03393727362789	0.0326240856441219	-0.097604861489206	0.0943707993763552	-0.0256482692091939	0.0178796193117315	-0.031171452671018	-0.0316277357501156	-0.0358327152594696	0.0468297094421589	-0.000231619819133	0.129628778646711	0.0315129219074365	0.116641881582116	-0.00138389632581163	0.000969155087596392	0.00591192897581738	-0.000762486619072691	-0.010769887812959	99.14	0.86
"158"	"M-09"	"M"	"Freshwater"	"Adriatic_Sea"	"South"	3.80349726905877	1.25600046852132	0.00451009771415702	-0.00734279564367268	0.00263655520972463	-0.0122502405287286	0.00156032047413819	0.00383355875880435	0.0029861378657078	0.00373651490651926	3.43340811318891e-05	-0.0131337682662533	0.00336610550046783	-0.00916564981159187	-0.00300530122995349	0.000969155087596388	0.00591192897581738	-0.000762486619072689	-0.0102524046173281	99.14	0.86
"159"	"M-10"	"M"	"Freshwater"	"Adriatic_Sea"	"South"	3.80349726905877	1.25600046852132	0.00451009771415702	-0.00734279564367268	0.00263655520972463	-0.0122502405287286	0.00156032047413819	0.00383355875880435	0.0029861378657078	0.00373651490651926	3.43340811318891e-05	-0.0131337682662533	0.00336610550046783	-0.00916564981159187	-0.00300530122995349	0.000969155087596388	0.00591192897581738	-0.000762486619072689	-0.0102524046173281	99.14	0.86
"160"	"M-14"	"M"	"Freshwater"	"Adriatic_Sea"	"South"	4.31939394006743	-0.306269314393683	0.00451009771415682	-0.00734279564367268	0.00263655520972465	-0.0122502405287286	0.00156032047413819	0.00383355875880436	0.00298613786570778	0.00373651490651928	3.43340811319592e-05	-0.0131337682662534	0.00336610550046786	-0.00916564981159186	-0.00300530122995349	0.000969155087596393	0.00591192897581737	-0.000762486619072692	-0.0102524046173281	99.14	0.86
"161"	"MON-SKA-GA-1"	"MON-SKA-GA"	"Freshwater"	"Adriatic_Sea"	"South"	4.31939394006743	-0.306269314393683	0.00451009771415682	-0.00734279564367268	0.00263655520972465	-0.0122502405287286	0.00156032047413819	0.00383355875880436	0.00298613786570778	0.00373651490651928	3.43340811319592e-05	-0.0131337682662534	0.00336610550046786	-0.00916564981159186	-0.00300530122995349	0.000969155087596393	0.00591192897581737	-0.000762486619072692	-0.0102524046173281	99.14	0.86
"162"	"MON-SKA-GA-10"	"MON-SKA-GA"	"Freshwater"	"Adriatic_Sea"	"South"	4.31939394006743	-0.306269314393683	0.00451009771415682	-0.00734279564367268	0.00263655520972465	-0.0122502405287286	0.00156032047413819	0.00383355875880436	0.00298613786570778	0.00373651490651928	3.43340811319592e-05	-0.0131337682662534	0.00336610550046786	-0.00916564981159186	-0.00300530122995349	0.000969155087596393	0.00591192897581737	-0.000762486619072692	-0.0102524046173281	99.14	0.86
"163"	"MON-SKA-GA-11"	"MON-SKA-GA"	"Freshwater"	"Adriatic_Sea"	"South"	3.80349726905877	1.25600046852132	0.00451009771415702	-0.00734279564367268	0.00263655520972463	-0.0122502405287286	0.00156032047413819	0.00383355875880435	0.0029861378657078	0.00373651490651926	3.43340811318891e-05	-0.0131337682662533	0.00336610550046783	-0.00916564981159187	-0.00300530122995349	0.000969155087596388	0.00591192897581738	-0.000762486619072689	-0.0102524046173281	99.14	0.86
"164"	"MON-SKA-GA-14"	"MON-SKA-GA"	"Freshwater"	"Adriatic_Sea"	"South"	4.31939394006743	-0.306269314393683	0.00451009771415682	-0.00734279564367268	0.00263655520972465	-0.0122502405287286	0.00156032047413819	0.00383355875880436	0.00298613786570778	0.00373651490651928	3.43340811319592e-05	-0.0131337682662534	0.00336610550046786	-0.00916564981159186	-0.00300530122995349	0.000969155087596393	0.00591192897581737	-0.000762486619072692	-0.0102524046173281	99.14	0.86
"165"	"MON-SKA-GA-16"	"MON-SKA-GA"	"Freshwater"	"Adriatic_Sea"	"South"	3.80349726905877	1.25600046852132	0.00451009771415702	-0.00734279564367268	0.00263655520972463	-0.0122502405287286	0.00156032047413819	0.00383355875880435	0.0029861378657078	0.00373651490651926	3.43340811318891e-05	-0.0131337682662533	0.00336610550046783	-0.00916564981159187	-0.00300530122995349	0.000969155087596388	0.00591192897581738	-0.000762486619072689	-0.0102524046173281	99.14	0.86
"166"	"MON-SKA-GA-17"	"MON-SKA-GA"	"Freshwater"	"Adriatic_Sea"	"South"	4.31939394006743	-0.306269314393683	0.00451009771415682	-0.00734279564367268	0.00263655520972465	-0.0122502405287286	0.00156032047413819	0.00383355875880436	0.00298613786570778	0.00373651490651928	3.43340811319592e-05	-0.0131337682662534	0.00336610550046786	-0.00916564981159186	-0.00300530122995349	0.000969155087596393	0.00591192897581737	-0.000762486619072692	-0.0102524046173281	99.14	0.86
"167"	"MON-SKA-GA-2"	"MON-SKA-GA"	"Freshwater"	"Adriatic_Sea"	"South"	4.31939394006743	-0.306269314393683	0.00451009771415682	-0.00734279564367268	0.00263655520972465	-0.0122502405287286	0.00156032047413819	0.00383355875880436	0.00298613786570778	0.00373651490651928	3.43340811319592e-05	-0.0131337682662534	0.00336610550046786	-0.00916564981159186	-0.00300530122995349	0.000969155087596393	0.00591192897581737	-0.000762486619072692	-0.0102524046173281	99.14	0.86
"168"	"MON-SKA-GA-4"	"MON-SKA-GA"	"Freshwater"	"Adriatic_Sea"	"South"	4.31939394006743	-0.306269314393683	0.00451009771415682	-0.00734279564367268	0.00263655520972465	-0.0122502405287286	0.00156032047413819	0.00383355875880436	0.00298613786570778	0.00373651490651928	3.43340811319592e-05	-0.0131337682662534	0.00336610550046786	-0.00916564981159186	-0.00300530122995349	0.000969155087596393	0.00591192897581737	-0.000762486619072692	-0.0102524046173281	99.14	0.86
